danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,name_song,artists,genre
0.554,0.458,9,-11.329,1,0.112,0.0232,0,0.0718,0.275,89.802,222800,4,Better,Chris Brown,"['r&b', 'rap']"
0.73,0.494,2,-9.626,1,0.0781,0.0248,0,0.348,0.297,107.993,286373,4,Lights Out (feat. Fat Trel),Chris Brown,"['r&b', 'rap']"
0.688,0.637,2,-8.837,1,0.394,0.0686,0,0.218,0.574,98.728,299640,4,Real One (feat. Boosie Badazz),Chris Brown,"['r&b', 'rap']"
0.559,0.535,3,-8.136,0,0.274,0.337,0,0.105,0.62,96.989,254693,4,Bitches N Marijuana (feat. ScHoolboy Q),Chris Brown,"['r&b', 'rap']"
0.789,0.406,6,-9.531,1,0.409,0.0637,0,0.0655,0.624,97.081,227013,4,She Goin' Up,Chris Brown,"['r&b', 'rap']"
0.746,0.73,10,-6.518,0,0.148,0.0299,0,0.0777,0.418,80.017,270373,4,Wrong In The Right Way,Chris Brown,"['r&b', 'rap']"
0.785,0.506,6,-9.129,0,0.0873,0.0275,0,0.0795,0.133,135.441,302787,4,Bunkin' (feat. Jay 305 & T.I.),Chris Brown,"['r&b', 'rap']"
0.786,0.843,3,-5.818,0,0.102,0.0217,0,0.0338,0.89,103.053,227187,4,It's Yo Shit (feat. Wale),Chris Brown,"['r&b', 'rap']"
0.844,0.577,9,-9.089,1,0.273,0.22,0,0.143,0.39,96.51,219987,4,Banjo,Chris Brown,"['r&b', 'rap']"
0.733,0.819,3,-5.549,0,0.0427,0.00355,0.00127,0.0741,0.763,94.964,198801,4,OVER DEM,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.837,0.831,2,-6.21,1,0.08,0.0923,0.176,0.0819,0.529,111.978,154513,4,FEEL,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.859,0.701,2,-7.65,1,0.0723,0.0816,0.000113,0.149,0.564,111.998,165000,4,IN THE GARDEN (feat. Morravey),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.822,0.67,3,-7.878,0,0.165,0.497,0,0.113,0.709,114.166,170505,4,GODFATHER,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,169912,4,UNAVAILABLE (feat. Musa Keys),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.859,0.742,11,-4.391,0,0.053,0.201,1.64E-06,0.165,0.709,104.946,161093,4,BOP (feat. Dexta Daps),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.823,0.534,9,-4.734,1,0.0658,0.0765,0.000127,0.0504,0.847,111.014,183482,4,E PAIN ME,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.838,0.815,9,-6.834,1,0.0495,0.142,0,0.109,0.221,113.964,153684,4,AWAY,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.577,0.715,4,-4.324,0,0.104,0.0376,0,0.304,0.518,131.835,186550,5,PRECISION,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.724,0.809,6,-5.022,0,0.0929,0.182,0,0.0765,0.606,99.005,194040,4,KANTE (feat. Fave),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.668,0.774,0,-6.099,1,0.207,0.175,0,0.408,0.63,180.04,161003,4,NA MONEY (feat. The Cavemen. & Ang̩lique Kidjo),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.418,0.671,4,-4.002,0,0.104,0.0473,1.68E-06,0.116,0.71,196.505,193273,4,U (JUJU) (feat. Skepta),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.568,0.868,2,-2.659,0,0.0825,0.381,2.85E-06,0.102,0.713,99.525,156213,4,NO COMPETITION (feat. Asake),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.704,0.611,9,-7.894,0,0.0721,0.58,0.0138,0.191,0.749,94.999,155368,4,PICASSO (feat. Logos Olori),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.831,0.574,0,-5.329,1,0.119,0.0644,0.00137,0.175,0.579,133.112,147021,5,FOR THE ROAD,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.679,0.635,0,-7.359,0,0.183,0.331,8.18E-06,0.713,0.867,105.099,170214,4,LCND,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.861,0.475,1,-11.952,0,0.0537,0.0325,0.322,0.0708,0.248,113.016,237876,4,Champion Sound,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.775,0.687,1,-6.174,1,0.0725,0.493,8.50E-05,0.0958,0.541,108.017,202222,4,FEM,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.552,0.656,10,-4.941,1,0.204,0.706,1.25E-05,0.0744,0.804,67.379,176471,3,Jowo,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.688,0.852,4,-3.895,1,0.0547,0.0677,3.43E-05,0.103,0.292,116.877,173013,4,Something Fishy,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.802,0.682,6,-5.406,1,0.0626,0.619,0.000626,0.215,0.763,105.013,162286,4,Holy Ground (feat. Nicki Minaj),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.682,0.807,3,-6.339,0,0.0566,0.35,0.00011,0.102,0.31,113.866,190000,4,Heaven,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.868,0.678,11,-5.088,1,0.0457,0.275,0.00199,0.198,0.929,116.937,164103,4,Very Special,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.793,0.858,3,-5.2,1,0.0466,0.252,0.000331,0.353,0.637,115.975,171724,4,The Best (feat. Mayorkun),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.489,0.646,6,-6.365,1,0.229,0.163,0,0.107,0.384,69.011,213892,3,Shopping Spree (feat. Chris Brown & Young Thug),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.809,0.691,5,-3.862,0,0.0388,0.406,0.00292,0.223,0.626,110.97,131892,4,Sunlight,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.766,0.736,6,-5.716,1,0.187,0.37,0,0.143,0.916,95.934,222000,4,Tanana (feat. Tiwa Savage),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.645,0.776,5,-4.225,0,0.117,0.341,1.69E-06,0.0498,0.911,199.986,240000,4,Mebe (feat. MUGEEZ),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.774,0.813,4,-6.105,1,0.0898,0.451,0,0.0966,0.687,113.99,187587,4,La La (feat. Ckay),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.618,0.679,10,-4.539,1,0.4,0.108,0,0.0751,0.595,106.795,170000,3,So Crazy (feat. Lil Baby),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.436,0.884,9,-4.915,1,0.708,0.228,0,0.0832,0.577,174.112,170000,4,Birthday Cake (feat. Nas & Hit-boy),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.83,0.797,0,-4.84,0,0.0395,0.0297,0.00749,0.237,0.516,112.004,278571,4,I Got a Friend (feat. Mayorkun & Sho Madjozi),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.78,0.823,6,-3.98,1,0.17,0.202,1.89E-05,0.0389,0.931,106.037,206038,4,Fade (feat. Bella Shmurda),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.759,0.698,7,-4.641,1,0.0388,0.523,0,0.22,0.885,105.02,230857,4,On My Way (feat. Sauti Sol),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.812,0.735,0,-2.892,0,0.117,0.601,0,0.061,0.808,96.946,203505,4,Intro,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.655,0.854,5,-2.682,1,0.0759,0.316,7.62E-05,0.128,0.697,109.4,163636,4,1 Milli,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.8,0.74,9,-4.406,0,0.0856,0.377,1.79E-06,0.385,0.887,103.082,194945,4,Check Am,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.865,0.712,2,-4.206,1,0.0583,0.237,0.0155,0.0893,0.821,116.029,219310,4,Disturbance (feat. Peruzzi),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.951,0.661,7,-2.678,0,0.0612,0.397,0,0.0686,0.926,104.997,237714,4,If,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.525,0.567,0,-7.263,0,0.176,0.0877,0,0.0774,0.685,96.926,172500,4,D & G (feat. Summer Walker),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.56,0.605,8,-7.051,1,0.299,0.143,0,0.186,0.438,76.503,226260,4,Get to You,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.714,0.702,8,-4.544,1,0.264,0.15,0,0.0993,0.74,126.511,270316,5,Risky,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.71,0.603,8,-7.234,0,0.11,0.33,0,0.358,0.434,109.812,248727,4,"Sweet in the Middle (feat. Wurld, Naira Marley & Zlatan)",Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.928,0.675,5,-3.542,1,0.0568,0.386,0,0.0564,0.794,105.953,240000,4,Fall,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.685,0.843,9,-5.602,0,0.174,0.136,1.07E-06,0.283,0.69,103.066,172875,4,Green Light Riddim,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.909,0.674,9,-6.299,0,0.211,0.31,0,0.0615,0.881,110.015,248727,4,"Big Picture (feat. Gunna, Dremo & A Boogie Wit Da Hoodie)",Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.607,0.581,10,-4.44,0,0.235,0.636,0,0.0813,0.651,201.632,199873,4,One Thing,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.665,0.799,4,-3.244,0,0.115,0.275,2.99E-06,0.0756,0.806,206.007,249320,4,Assurance,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.52,0.644,7,-7.09,0,0.0783,0.129,0.000235,0.107,0.6,103.646,199173,4,Blow My Mind,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.753,0.656,2,-5.262,0,0.218,0.506,0,0.0584,0.518,99.247,167273,4,Company,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.709,0.716,10,-5.471,1,0.308,0.362,0,0.189,0.614,96.179,220625,4,Animashaun (feat. Yonda),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.565,0.648,7,-6.382,1,0.137,0.0752,2.70E-06,0.32,0.516,120.068,187536,3,All Of You,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.73,0.938,7,-4.589,1,0.217,0.00704,0,0.276,0.836,123.945,218697,4,Back When,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.694,0.915,0,-5,1,0.288,0.336,0,0.13,0.754,124.066,250272,4,New Skul Tinz,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.713,0.816,2,-6.298,1,0.0696,0.0482,0.02,0.288,0.478,100.015,233520,4,Video,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.651,0.807,1,-5.926,1,0.119,0.0222,0,0.0441,0.526,122.984,207192,4,Ekuro,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.696,0.749,10,-5.53,0,0.0906,0.0802,2.69E-06,0.0976,0.829,122.018,231576,4,Down,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.66,0.923,8,-5.258,1,0.112,0.125,0.000119,0.0879,0.937,131.964,253320,4,No Visa,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.66,0.922,2,-3.486,1,0.0955,0.0865,0,0.226,0.482,126.957,202848,4,Enter The Centre,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.675,0.831,0,-5.322,1,0.0602,0.422,0,0.354,0.757,119.855,222168,4,Dollars in the Bank,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.622,0.67,0,-5.599,1,0.132,0.423,0,0.0959,0.627,153.97,240288,4,Sade,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.752,0.815,10,-7.264,0,0.0666,0.11,0.000481,0.13,0.76,120.023,206616,4,Gbon Gbon,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.649,0.901,5,-4.84,1,0.0737,0.286,0,0.171,0.882,102.012,250944,4,Feel Alright,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.555,0.816,10,-6.471,0,0.241,0.0263,0,0.144,0.473,118.445,202632,4,Mary Jane,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.638,0.889,0,-4.324,1,0.199,0.138,0,0.174,0.835,89.979,219216,4,For You,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.562,0.64,2,-6.071,1,0.143,0.00776,1.23E-06,0.0777,0.376,122.625,272856,4,Overseas,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.674,0.96,5,-5.071,0,0.111,0.0382,0,0.289,0.765,124.972,252024,4,Dami Duro,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.693,0.844,4,-5.466,1,0.0493,0.0932,0,0.126,0.627,121.949,254040,4,Bless Me,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.774,0.611,6,-7.077,1,0.126,0.108,0,0.116,0.808,100.011,231109,4,Sensational (feat. Davido & Lojay),Chris Brown,"['r&b', 'rap']"
0.545,0.587,4,-5.813,0,0.291,0.759,0.000184,0.0818,0.602,195.581,203335,4,Drinks and Cabanas,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.85,0.839,9,-7.201,0,0.0801,0.138,0,0.0767,0.244,113.037,172035,4,UNAVAILABLE (feat. Musa Keys) - Sean Paul & DING DONG Remix,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,169912,4,UNAVAILABLE (feat. Musa Keys),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.81,0.669,0,-9.49,1,0.0766,0.247,0.000498,0.119,0.315,113.022,172035,4,UNAVAILABLE (feat. Musa Keys) - Latto Remix,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,169912,4,UNAVAILABLE (feat. Musa Keys),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.78,0.685,11,-8.732,0,0.219,0.0552,8.66E-05,0.121,0.25,120.04,232005,4,UNAVAILABLE (feat. Musa Keys) - Major Lazer Remix,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,169912,4,UNAVAILABLE (feat. Musa Keys),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.667,0.846,9,-4.999,0,0.0727,0.0414,0.00319,0.18,0.342,150.461,126236,5,UNAVAILABLE - (Live) | VEVO Session Performance,Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.788,0.649,2,-9.674,1,0.0532,0.253,0.0136,0.12,0.229,113.009,169912,4,UNAVAILABLE (feat. Musa Keys),Davido,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
0.707,0.361,7,-3.66,0,0.449,0.156,1.70E-06,0.0746,0.396,112.651,165734,5,YAHWEH,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.572,0.572,0,-6.979,0,0.35,0.201,0,0.0956,0.584,98.082,141959,4,LEADER!,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.814,0.637,5,-6.581,0,0.0606,0.234,0.0463,0.0849,0.645,92.004,178580,4,MOTO,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.842,0.681,11,-9.216,0,0.0338,0.338,2.80E-06,0.0657,0.662,112.02,248640,4,CANADA,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.709,0.373,10,-8.041,0,0.186,0.595,3.42E-05,0.129,0.23,112.346,175031,5,IYD,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.809,0.72,0,-5.417,1,0.0673,0.471,2.22E-05,0.0798,0.805,112.964,175265,4,AVAILABU,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.62,0.458,1,-8.288,1,0.115,0.302,0.00323,0.0894,0.271,123.603,174000,5,OVA,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.786,0.725,11,-5.851,0,0.283,0.23,0.000966,0.0917,0.375,94.099,168516,4,Routine Lover,Good Nation,[]
0.703,0.642,0,-3.615,0,0.107,0.171,0,0.359,0.745,90.044,212667,4,Hate (feat. Lojay & Highlyy) - Remix,Idman,['indie r&b']
0.377,0.0967,1,-16.967,1,0.0614,0.973,0,0.114,0.373,177.65,224000,4,I Wish (feat. Libianca) - Acoustic,JAE5,"['afrobeats', 'nigerian pop']"
0.832,0.35,1,-12.458,1,0.0624,0.856,0.0259,0.0845,0.676,112.946,163813,4,I Wish (feat. Libianca),JAE5,"['afrobeats', 'nigerian pop']"
0.814,0.637,5,-6.581,0,0.0606,0.234,0.0463,0.0849,0.645,92.004,178580,4,MOTO,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.818,0.556,6,-8.926,0,0.134,0.339,0.00047,0.054,0.345,112.981,176283,4,Automatic,Smallgod,['asakaa']
0.842,0.681,11,-9.216,0,0.0338,0.338,2.80E-06,0.0657,0.662,112.02,248640,4,CANADA,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.572,0.572,0,-6.979,0,0.35,0.201,0,0.0956,0.584,98.082,141959,4,LEADER!,Lojay,"['afrobeats', 'alte', 'nigerian pop']"
0.673,0.722,3,-3.495,0,0.0755,0.0856,0,0.137,0.519,117.187,200256,4,Water,Tyla,[]
0.762,0.731,1,-5.114,1,0.0501,0.0879,0.000229,0.173,0.563,113.987,189568,4,Girl Next Door,Tyla,[]
0.817,0.933,4,-5.55,0,0.0403,0.0998,0.00263,0.107,0.687,115.485,187275,4,Been Thinking,Tyla,[]
0.771,0.698,1,-11.632,1,0.069,0.00887,0.154,0.138,0.434,113.009,348319,4,To Last (feat. DJ Maphorisa & Young Stunna) - Remix,Tyla,[]
0.616,0.875,1,-7.063,1,0.0459,0.0124,0.618,0.315,0.463,120.008,226818,4,Overdue (feat. DJ Lag & Kooldrink),Tyla,[]
0.759,0.626,7,-10.616,0,0.0446,0.0228,0.0201,0.129,0.361,114.972,254558,4,Getting Late,Tyla,[]
0.716,0.36,6,-11.168,0,0.403,0.432,0,0.1,0.147,96.875,158351,4,Girls Need Love (Girls Mix) (feat. Victoria Mon̩t),Summer Walker,"['r&b', 'rap']"
0.698,0.331,6,-11.443,0,0.271,0.528,0,0.104,0.147,96.932,158351,4,Girls Need Love (Girls Mix) (feat. Tyla),Summer Walker,"['r&b', 'rap']"
0.51,0.358,6,-11.492,0,0.475,0.563,0,0.096,0.16,95.312,158351,4,Girls Need Love (Girls Mix) (feat. Tink),Summer Walker,"['r&b', 'rap']"
0.543,0.377,11,-13.304,0,0.112,0.464,0,0.0939,0.277,92.059,190435,4,Girls Need Love - Acoustic,Summer Walker,"['r&b', 'rap']"
0.673,0.428,6,-10.112,0,0.305,0.532,0.000256,0.442,0.122,96.959,140760,4,Girls Need Love,Summer Walker,"['r&b', 'rap']"
0.91,0.902,0,-6.693,0,0.0465,0.0471,0.000517,0.0881,0.903,111.998,411429,4,Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),Daliwonga,['amapiano']
0.669,0.604,4,-12.348,0,0.116,0.0874,0.00485,0.0348,0.74,110.987,380783,4,Igunana,Daliwonga,['amapiano']
0.908,0.88,2,-10.203,0,0.0608,0.0611,0.000441,0.0382,0.87,112.01,343036,4,Relokeleng (feat. Mas Musiq & Myztro),Daliwonga,['amapiano']
0.852,0.504,4,-10.463,0,0.0499,0.0133,0.00024,0.144,0.302,112.016,420045,4,"Mnike (feat. Visca, Murumba Pitch, Happy JazzMan & Mzizi)",Daliwonga,['amapiano']
0.793,0.6,0,-10.881,1,0.0557,0.059,0,0.0811,0.312,112.014,319292,4,Yena Yedwa (feat. Xduppy & ShaunMusiq & Ftears),Daliwonga,['amapiano']
0.789,0.691,1,-15.627,0,0.0522,0.033,0.0129,0.0928,0.823,113.002,382334,4,Sponono (feat. ShaunMusiq & Ftears),Daliwonga,['amapiano']
0.469,0.337,7,-14.058,0,0.213,0.423,0.000287,0.118,0.367,94.591,166957,4,Unodoli (feat. Herc Cut The Lights & DJ Maphorisa),Daliwonga,['amapiano']
0.567,0.348,7,-13.645,0,0.159,0.438,0.00052,0.118,0.388,91.829,167004,4,"Abangani Bakho (feat. Shasha, Tyler ICU, Xolani Guitar & Herc Cut The Lights)",Daliwonga,['amapiano']
0.798,0.863,2,-9.495,1,0.0543,0.0573,0.000123,0.101,0.576,113.001,365343,4,Bana Ba (feat. Tyla & ShaunMusiq & Ftears),Daliwonga,['amapiano']
0.831,0.585,1,-9.507,1,0.0506,0.0132,0.0104,0.0199,0.15,112.014,420022,4,VurVai,Daliwonga,['amapiano']
0.712,0.725,1,-12.492,1,0.0857,0.00936,0.00589,0.101,0.698,150.604,433345,5,Cellular (feat. Da Muziqal Chef & Kabza De Small),Daliwonga,['amapiano']
0.87,0.607,7,-7.368,1,0.0562,0.0892,0.00712,0.0842,0.626,112,385731,4,Moratata (feat. Leemckrazy & TitoM),Daliwonga,['amapiano']
0.746,0.696,1,-5.104,0,0.143,0.016,0,0.138,0.677,93.069,190968,4,My Life,Marioo,['tanzanian pop']
0.672,0.681,5,-5.326,1,0.337,0.145,0.00438,0.0868,0.583,187.922,219574,4,Siwezi,Marioo,['tanzanian pop']
0.843,0.684,6,-7.088,0,0.038,0.329,0.00152,0.0905,0.236,112.012,252857,4,Lonely,Marioo,['tanzanian pop']
0.616,0.692,5,-4.76,1,0.279,0.166,2.36E-05,0.461,0.674,131.03,194043,3,Mapenzi,Marioo,['tanzanian pop']
0.704,0.635,10,-7.241,1,0.0947,0.604,0.000133,0.104,0.519,179.981,232007,4,Only You,Marioo,['tanzanian pop']
0.702,0.586,9,-4.737,1,0.15,0.0809,0.000408,0.124,0.581,179.792,216000,4,Hapana,Marioo,['tanzanian pop']
0.826,0.625,1,-6.92,0,0.108,0.382,0.00353,0.103,0.623,100.976,176473,4,Overdose,Marioo,['tanzanian pop']
0.772,0.683,9,-8.716,0,0.0362,0.251,0.0023,0.055,0.573,113.001,297345,4,Amawele,Marioo,['tanzanian pop']
0.794,0.701,7,-6.137,0,0.119,0.337,0.000297,0.151,0.641,169.969,185243,4,Mi Amor,Marioo,['tanzanian pop']
0.771,0.631,8,-6.719,1,0.0498,0.103,1.43E-05,0.297,0.631,97.978,240357,4,I Miss You,Marioo,['tanzanian pop']
0.809,0.621,10,-7.657,0,0.168,0.156,3.34E-05,0.0859,0.375,121.438,152967,5,Laga Laga,Marioo,['tanzanian pop']
0.72,0.812,0,-3.317,0,0.219,0.44,0.000127,0.306,0.712,184.241,240000,4,Naogopa,Marioo,['tanzanian pop']
0.864,0.701,1,-6.353,1,0.0608,0.059,0.00981,0.0762,0.748,109.998,244364,4,Anisamehe,Marioo,['tanzanian pop']
0.742,0.788,1,-5.059,1,0.209,0.0676,0.000138,0.115,0.725,185.869,191968,4,Djudju,Marioo,['tanzanian pop']
0.858,0.656,10,-9.093,0,0.049,0.0128,6.98E-05,0.0429,0.364,113.018,227255,4,Mwagia Ndani,Marioo,['tanzanian pop']
0.778,0.617,9,-9.454,0,0.0448,0.0784,0.00228,0.0632,0.785,112.004,250720,4,Dear Ex,Marioo,['tanzanian pop']
0.795,0.609,7,-7.077,0,0.149,0.265,1.24E-05,0.12,0.682,170.078,205530,4,Mi Amor - Remix,Marioo,['tanzanian pop']
0.803,0.385,2,-5.837,0,0.0664,0.224,1.27E-06,0.181,0.509,136.028,187059,4,Smoke (feat. Lucky Daye),Victoria Mon̩t,['alternative r&b']
0.73,0.348,9,-9.207,0,0.0369,0.235,0.232,0.13,0.395,130.033,97156,4,Smoke (Reprise),Victoria Mon̩t,['alternative r&b']
0.536,0.79,9,-5.924,0,0.184,0.288,0.000994,0.137,0.674,77.452,240867,4,Party Girls (feat. Buju Banton),Victoria Mon̩t,['alternative r&b']
0.788,0.528,11,-6.688,1,0.0729,0.279,0.00257,0.103,0.464,107.941,173913,4,Alright,Victoria Mon̩t,['alternative r&b']
0.709,0.488,6,-6.292,0,0.0401,0.059,0.0294,0.122,0.491,138.022,182609,4,Cadillac (A Pimp's Anthem),Victoria Mon̩t,['alternative r&b']
0.456,0.511,7,-8.685,1,0.0304,0.355,0.000468,0.221,0.179,80.082,216436,3,How Does It Make You Feel,Victoria Mon̩t,['alternative r&b']
