Love You Gently,Here I Stand,USHER,41
Best Thing (feat. Jay-Z),Here I Stand,USHER,35
Before I Met You,Here I Stand,USHER,35
His Mistakes,Here I Stand,USHER,42
Appetite,Here I Stand,USHER,34
What's a Man to Do,Here I Stand,USHER,48
Lifetime,Here I Stand,USHER,32
"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)",Here I Stand,USHER,66
Here I Stand,Here I Stand,USHER,48
Will Work for Love - f/k/a Hidden Bonus Track,Here I Stand,USHER,31
Intro,Confessions (Expanded Edition),USHER,40
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),USHER,85
Throwback (feat. Jadakiss),Confessions (Expanded Edition),USHER,53
Confessions,Confessions (Expanded Edition),USHER,62
Confessions Part II,Confessions (Expanded Edition),USHER,73
Burn,Confessions (Expanded Edition),USHER,74
Caught Up,Confessions (Expanded Edition),USHER,66
Superstar - Interlude,Confessions (Expanded Edition),USHER,47
Superstar,Confessions (Expanded Edition),USHER,68
Truth Hurts,Confessions (Expanded Edition),USHER,46
Simple Things,Confessions (Expanded Edition),USHER,50
Bad Girl,Confessions (Expanded Edition),USHER,63
That's What It's Made For,Confessions (Expanded Edition),USHER,53
Can U Handle It?,Confessions (Expanded Edition),USHER,55
Do It To Me,Confessions (Expanded Edition),USHER,48
Take Your Hand,Confessions (Expanded Edition),USHER,43
Follow Me,Confessions (Expanded Edition),USHER,44
My Boo,Confessions (Expanded Edition),USHER,81
Red Light,Confessions (Expanded Edition),USHER,43
Seduction,Confessions (Expanded Edition),USHER,54
Intro-lude 8701,8701,USHER,36
U Remind Me,8701,USHER,74
I Don't Know (feat. P. Diddy),8701,USHER,43
Twork It Out,8701,USHER,46
U Got It Bad,8701,USHER,74
If I Want To,8701,USHER,44
I Can't Let U Go,8701,USHER,38
U Don't Have to Call,8701,USHER,66
Without U - Interlude,8701,USHER,42
Can U Help Me,8701,USHER,52
How Do I Say,8701,USHER,42
Hottest Thing,8701,USHER,36
Good Ol' Ghetto,8701,USHER,37
U-Turn,8701,USHER,51
U R The One,8701,USHER,36
My Way,Live,USHER,20
Think of You,Live,USHER,16
Come Back,Live,USHER,14
Just Like Me,Live,USHER,14
Don't Be Cruel - Intro,Live,USHER,17
Every Little Step,Live,USHER,18
Rock Wit'cha,Live,USHER,22
Roni,Live,USHER,19
Pianolude,Live,USHER,15
I Need Love,Live,USHER,15
Tender Love,Live,USHER,20
Bedtime - Live,Live,USHER,24
Nice & Slow - Live,Live,USHER,23
You Make Me Wanna... - Live,Live,USHER,21
My Way - JD's Remix w/ JD,Live,USHER,20
Nice & Slow - B-Rock's Basement Mix,Live,USHER,26
You Make Me Wanna... - Tuff & Jam Dance Mix,Live,USHER,16
Rich Flex,Her Loss,Drake,87
Major Distribution,Her Loss,Drake,75
On BS,Her Loss,Drake,79
BackOutsideBoyz,Her Loss,Drake,71
Privileged Rappers,Her Loss,Drake,76
Spin Bout U,Her Loss,Drake,83
Hours In Silence,Her Loss,Drake,77
Treacherous Twins,Her Loss,Drake,69
Circo Loco,Her Loss,Drake,77
Pussy & Millions (feat. Travis Scott),Her Loss,Drake,79
Broke Boys,Her Loss,Drake,73
Middle of the Ocean,Her Loss,Drake,68
Jumbotron Shit Poppin,Her Loss,Drake,75
More M’s,Her Loss,Drake,72
3AM on Glenwood,Her Loss,21 Savage,63
I Guess It’s Fuck Me,Her Loss,Drake,68
Purple Savage Mode II Intro [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,37
Many Men [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,38
Runnin [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,39
My Dawg [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,34
Snitches & Rats [ChopNotSlop Remix] (feat. Young Nudy),SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,34
Glock In My Lap [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,38
Slidin [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,34
Brand New Draco [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,33
No Opp Left Behind [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,32
Steppin On Niggas [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,31
Mr. Right Now [ChopNotSlop Remix] (feat. Drake),SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,32
Rich Nigga Shit [ChopNotSlop Remix] (feat. Young Thug),SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,34
RIP Luv [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,34
Said N Done [ChopNotSlop Remix],SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,31
Intro,SAVAGE MODE II [CHOPPED NOT SLOPPED],21 Savage,29
